Topic,Mas,Ecs_1,Ecs_2,Ecs_3,Cnf_1,Cnf_2,Cnf_3,Cnf_4,Sub,Sen,sq1,sq2,sq3,sq4,sq5,sq6,sq7,Title,Sen_num
Pac-Man,0.0112738284,0,0,0,0,1,0,0,0.9021343772,0.099,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,130
Pac-Man,0.0739879686,0,0,0,0,1,0,0,0.9996638266,0.249,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,131
Pac-Man,0.0739879686,0,0,0,0,1,0,0,0.8380431713,0.273,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,132
Pac-Man,0.0112738284,0.187991968,0.1975512465,0.1441869155,0,1,0,0,0.1615705401,0.36,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,133
Pac-Man,0.095408376,0.1850987922,0.0086521031,0.1073405767,0,1,0,0,0.9999621107,0,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,134
Pac-Man,0.0765585603,0.0765585603,0,0,0,0,0,0,0.9939276279,0,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,135
Pac-Man,0.095408376,0.1850987922,0.0086521031,0.1073405767,0,1,0,0,0.9999743073,0.149,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,136
Pac-Man,0.0739879686,0,0,0,0,1,0,0,0.99140957,0.423,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,137
Pac-Man,0.095408376,0.1850987922,0.0086521031,0.1661174278,0,1,1,0,0.99996974,0.448,0,0,0,0,0,0.0555555556,0.1111111111,Why_I_brought_Pac-Man_to_MoMA,138
Pac-Man,0.0765585603,0.0765585603,0,0,0,1,0,0,0.9845538742,0.238,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,139
Pac-Man,0.0765585603,0.0765585603,0,0,0,1,0,0,0.995793385,0,0.0909090909,0,0.0909090909,0.1818181818,0.0909090909,0,0,Why_I_brought_Pac-Man_to_MoMA,140
Pac-Man,0.0112738284,0,0,0,0,1,0,0,0.9994154616,0,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,141
Pac-Man,0.0765585603,0.0765585603,0,0,0,1,0,0,0.9979527451,0,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,142
Pac-Man,0.0739879686,0.0435646067,0,0,1,1,1,0,0.9999541096,0,0,0,0,0.0294117647,0.0294117647,0,0.0294117647,Why_I_brought_Pac-Man_to_MoMA,143
Pac-Man,0.0739879686,0,0,0,0,1,0,0,0.7614783165,0,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,144
Pac-Man,0.0112738284,0,0,0,0,1,0,0,0.9329000549,0.126,0,0,0,0.1,0.1,0,0,Why_I_brought_Pac-Man_to_MoMA,145
Pac-Man,0.0765585603,0.0765585603,0,0,0,1,0,0,0.9933120021,0.22,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,146
Pac-Man,0,0.229722206,0,0,0,1,0,0,0.997530918,0,0,0.0476190476,0.0476190476,0.0476190476,0.0476190476,0,0,Why_I_brought_Pac-Man_to_MoMA,147
Pac-Man,0,0,0,0,0,1,0,0,0.0799172156,0,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,148
Pac-Man,0.0979169728,0.1531832392,0,0.1835820228,0,1,0,0,0.9458599854,0,0,0,0,0,0,0,0.0689655172,Why_I_brought_Pac-Man_to_MoMA,149
Pac-Man,0.0112738284,0,0,0,0,1,0,0,0.5379757318,0,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,150
Pac-Man,0,0,0,0,0,1,0,0,0.7919950768,0,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,151
Pac-Man,0.0112738284,0,0,0,0,0,0,0,0.8719074671,0,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,152
Pac-Man,0.095408376,0.1850987922,0.0086521031,0.1073405767,0,1,0,0,0.9930864505,0.091,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,153
Pac-Man,0.0923628703,0.2182320979,0,0,0,1,0,0,0.9466845382,0.411,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,154
Pac-Man,0.2761549401,0.3418928419,0.0879178987,0.3199082457,1,1,0,0,0.9956741667,0.228,0,0.0454545455,0.0909090909,0.0454545455,0.0909090909,0.0454545455,0,Why_I_brought_Pac-Man_to_MoMA,155
Pac-Man,0.0815654521,0.0931673598,0.0931523434,0.242266745,0,1,0,0,0.9999674577,0.294,0.0357142857,0.0714285714,0,0,0.0357142857,0.1428571429,0.0357142857,Why_I_brought_Pac-Man_to_MoMA,156
Pac-Man,0.0923628703,0.2182320979,0,0,0,1,0,0,0.9633282341,0.31,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,157
Pac-Man,0,0,0,0,0,1,0,0,0.933946975,0,0,0,0.1111111111,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,158
Pac-Man,0.2983950747,0.2842573573,0.2761549401,0.3199082457,1,1,0,0,0.9993476334,0.151,0,0,0,0,0,0,0.2,Why_I_brought_Pac-Man_to_MoMA,159
Pac-Man,0.1448638963,0.1448638963,0.041275653,0.2918774468,0,1,0,0,0.9595486118,0.189,0.1,0.1,0,0,0.1,0.2,0,Why_I_brought_Pac-Man_to_MoMA,160
Pac-Man,0,0,0,0,0,0,0,0,0.8742003288,0,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,161
Pac-Man,0.0112738284,0,0,0,0,1,0,0,0.9914350869,0.195,0.1052631579,0.0526315789,0,0,0.0526315789,0.1578947368,0.0526315789,Why_I_brought_Pac-Man_to_MoMA,162
Pac-Man,0.0840594193,0.1714174241,0,0.2037778388,0,1,0,1,0.05487978,0,0.1428571429,0.0714285714,0.0357142857,0.0714285714,0.0714285714,0.0714285714,0.0357142857,Why_I_brought_Pac-Man_to_MoMA,163
Pac-Man,0,0,0,0,0,0,0,0,0.9795128882,0.207,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,164
Pac-Man,0,0.3181409893,0.0749461497,0.1898527811,0,1,0,0,0.9939476923,0,0,0.2222222222,0,0,0.1111111111,0.2222222222,0,Why_I_brought_Pac-Man_to_MoMA,165
Pac-Man,0.1015881861,0.2322194372,0,0.2422747921,1,1,0,0,0.5516490891,0,0,0,0,0,0,0,0.3125,Why_I_brought_Pac-Man_to_MoMA,166
Pac-Man,0,0,0,0,0,1,0,0,0.9024126921,0.156,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,167
Pac-Man,0.2506338119,0.4934538173,0.1553495628,0.3635627076,1,1,0,0,0.9999971342,0.139,0.1041666667,0.0833333333,0.0833333333,0.0625,0.125,0.1458333333,0,Why_I_brought_Pac-Man_to_MoMA,168
Pac-Man,0.2983950747,0.2842573573,0.0879178987,0.3199082457,0,1,0,0,0.954318129,0.122,0,0,0,0,0,0.04,0.12,Why_I_brought_Pac-Man_to_MoMA,169
Pac-Man,0.0112738284,0,0,0,0,1,0,0,0.9747737818,0.109,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,170
Pac-Man,0,0,0,0,0,0,0,0,0.9207240461,0.524,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,171
Pac-Man,0.0739879686,0,0,0,0,1,0,0,0.9986551903,0.061,0,0,0,0,0,0,0.0952380952,Why_I_brought_Pac-Man_to_MoMA,172
Pac-Man,0.2983950747,0.2842573573,0,0.3199082457,0,1,0,0,0.9990396941,0.2,0,0.0769230769,0,0.0769230769,0.0769230769,0.0769230769,0,Why_I_brought_Pac-Man_to_MoMA,173
Pac-Man,0.1647280284,0.2441307619,0.0045265462,0.2509642484,0,1,0,0,0.9999893975,0.172,0.1,0.1,0.1,0.1333333333,0.0666666667,0.0666666667,0,Why_I_brought_Pac-Man_to_MoMA,174
Pac-Man,0.0739879686,0.2190968074,0,0,0,1,0,0,0.9250740503,0,0,0,0,0,0,0,0.0588235294,Why_I_brought_Pac-Man_to_MoMA,175
Pac-Man,0,0,0.0077491907,0.1516554999,0,0,0,0,0.9679991126,0.362,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,176
Pac-Man,0.095408376,0.2441530263,0.0086521031,0.398019369,1,1,1,0,0.0026209014,0.097,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,177
Pac-Man,0.1337003124,0.2441530263,0.0887162125,0.398019369,1,0,0,0,0.9313952864,0.437,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,178
Pac-Man,0.095408376,0.1850987922,0.0086521031,0.1073405767,0,0,0,0,0.9986175634,0.238,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,179
Pac-Man,0.1800495929,0.3718078389,0.0086521031,0.398019369,0,1,0,0,0.9985803547,0.094,0,0,0,0,0,0,0.0303030303,Why_I_brought_Pac-Man_to_MoMA,180
Pac-Man,0.2983950747,0.3057021905,0.2761549401,0.398019369,0,1,0,0,0.8081772602,0,0,0,0,0,0,0,0.0434782609,Why_I_brought_Pac-Man_to_MoMA,181
Pac-Man,0,0.1850987922,0,0.1345146239,0,1,1,0,0.1508107818,0.061,0,0.0769230769,0.0384615385,0.0384615385,0.0769230769,0.1153846154,0,Why_I_brought_Pac-Man_to_MoMA,182
Pac-Man,0.095408376,0.1850987922,0.0086521031,0.1073405767,0,1,0,0,0.9997527089,0.179,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,183
Pac-Man,0.095408376,0.1850987922,0.0086521031,0.1073405767,0,1,0,0,0.9987697598,0.109,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,184
Pac-Man,0.095408376,0.1850987922,0.0086521031,0.1073405767,0,1,0,0,0.9971676805,0.245,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,185
Pac-Man,0.2327634958,0.0765585603,0,0,0,1,0,0,0.9955356915,0,0.1111111111,0.1111111111,0.0555555556,0.1111111111,0.1111111111,0.1111111111,0,Why_I_brought_Pac-Man_to_MoMA,186
Pac-Man,0.015789975,0,0,0,0,0,1,0,0.8146793298,0,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,187
Pac-Man,0.0765585603,0.1619547845,0,0.1692256935,1,1,0,0,0.9890393669,0,0.125,0.1875,0.0625,0.25,0.125,0.0625,0,Why_I_brought_Pac-Man_to_MoMA,188
Pac-Man,0.4607791002,0.4607791002,0.3048921095,0.4607791002,0,1,0,0,0.9986697463,0,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,189
Pac-Man,0.2578343974,0.2578343974,0.1979541863,0.1915988475,1,1,0,0,0.902813445,0.132,0.1153846154,0.1153846154,0.1153846154,0.1538461538,0.1538461538,0.0384615385,0,Why_I_brought_Pac-Man_to_MoMA,190
Pac-Man,0.095408376,0.1850987922,0.0275384656,0.1073405767,0,1,0,0,0.9999931613,0.202,0.0303030303,0,0,0,0.0303030303,0.0303030303,0.0606060606,Why_I_brought_Pac-Man_to_MoMA,191
Pac-Man,0.095408376,0.1850987922,0.0086521031,0.1073405767,0,1,0,0,0.9875153024,0,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,192
Pac-Man,0.0739879686,0,0,0,0,1,0,0,0.9791590818,0,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,193
Pac-Man,0.095408376,0.1850987922,0.0086521031,0.1073405767,0,1,1,0,0.9937525542,0,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,194
Pac-Man,0.095408376,0.2441530263,0.0630688076,0.398019369,0,1,0,0,0.9999997745,0.088,0,0,0,0,0,0,0.0967741935,Why_I_brought_Pac-Man_to_MoMA,195
Pac-Man,0.095408376,0.2441530263,0.0800458186,0.398019369,0,1,0,0,0.9999797094,0.208,0.02,0,0.08,0.04,0.02,0.02,0.04,Why_I_brought_Pac-Man_to_MoMA,196
Pac-Man,0,0,0,0,0,0,0,0,0.98780635,0.455,0,0,0,0,0,0,0,Why_I_brought_Pac-Man_to_MoMA,197
bees,0.1312309451,0,0,0,0,1,0,0,0.8623453306,0,0.2307692308,0.2307692308,0.1538461538,0,0.1538461538,0.0769230769,0,Why_bees_are_disappearing,1
bees,1,0.5686048367,0.638316588,0.5296110276,1,1,0,0,0.9868228195,0.179,0,0,0,0,0,0,0.0869565217,Why_bees_are_disappearing,2
bees,0.0580410015,0.1421589922,0.3012270617,0,0,1,0,0,0.9847843621,0,0,0,0,0,0,0.3571428571,0,Why_bees_are_disappearing,3
bees,1,0.508590908,0.638316588,0.518700156,0,1,0,0,0.9886632805,0.097,0,0,0.2666666667,0.1333333333,0.0666666667,0.0666666667,0.1333333333,Why_bees_are_disappearing,4
bees,0.3060167009,0,0,0,0,1,0,0,0.5961084563,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,5
bees,1,0.508590908,0.638316588,0.518700156,0,1,0,0,0.1038675873,0,0,0,0,0,0,0,0.2727272727,Why_bees_are_disappearing,6
bees,0.3060167009,0,0,0,0,1,0,0,0.0013524418,0.122,0,0,0,0,0,0,0,Why_bees_are_disappearing,7
bees,1,0.508590908,0.638316588,0.518700156,1,1,0,0,0.3893414158,0.212,0,0,0,0,0,0,0.25,Why_bees_are_disappearing,8
bees,0.1879290778,0.3732524643,0.1309650489,0.4402256156,0,1,0,0,0.7979859528,0,0,0,0,0,0,0,0.0833333333,Why_bees_are_disappearing,9
bees,0.0358399731,0.1586886752,0,0.3062391662,0,1,1,0,0.7869444055,0.242,0.0909090909,0.0909090909,0.0909090909,0.1818181818,0.0909090909,0.2727272727,0,Why_bees_are_disappearing,10
bees,0.4229794784,0.2102409135,0.1887270817,0.3544347846,0,1,0,0,0.8737090401,0,0,0,0,0,0,0,0.1818181818,Why_bees_are_disappearing,11
bees,0,0,0,0,0,0,1,0,0.7299056922,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,12
bees,0.6723306135,0.6723306135,0.3508292065,0.6777219859,0,1,1,0,0.1299803896,0.075,0.0285714286,0.0285714286,0.1142857143,0.1142857143,0.0571428571,0.1142857143,0,Why_bees_are_disappearing,13
bees,0.7458169937,0.5140681988,0.508590908,0.2163672568,1,1,0,0,0.000398626,0.064,0.0921052632,0.0657894737,0.0657894737,0.1578947368,0.0789473684,0.0394736842,0.1184210526,Why_bees_are_disappearing,14
bees,0.4229794784,0.2102409135,0.1887270817,0.3544347846,0,1,1,0,0.9748678197,0.176,0,0,0,0,0,0,0.0666666667,Why_bees_are_disappearing,15
bees,0.266680293,0.266680293,0,0,0,1,0,0,0.9986044452,0.242,0,0,0,0,0,0,0,Why_bees_are_disappearing,16
bees,0.3060167009,0,0,0,0,1,0,0,0.9941446552,0.263,0,0,0,0,0,0,0,Why_bees_are_disappearing,17
bees,1,0.508590908,0.638316588,0.518700156,0,1,0,0,0.1264565368,0.187,0,0,0,0,0,0,0.0625,Why_bees_are_disappearing,18
bees,0.727571809,0.4287584161,0.508590908,0.7566612116,1,1,1,0,0.9711984316,0,0.0833333333,0.1666666667,0.0416666667,0.1666666667,0.0833333333,0.0416666667,0.125,Why_bees_are_disappearing,19
bees,0.583451259,0.583451259,0.2236549477,0,0,1,0,0,0.2033948697,0.249,0.0952380952,0.0476190476,0,0,0.0952380952,0.0952380952,0.0952380952,Why_bees_are_disappearing,20
bees,0.2110304169,0.2110304169,0.0988319038,0.1131079281,0,0,0,0,0.8799121747,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,21
bees,0.2110304169,0.2110304169,0.0988319038,0.1131079281,0,1,0,0,0.011156637,0.095,0,0,0,0,0,0,0,Why_bees_are_disappearing,22
bees,0.2110304169,0.2110304169,0.0988319038,0.1131079281,0,1,0,0,0.9890115964,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,23
bees,0.1377911199,0.275185979,0.1885094021,0,0,1,0,0,0.9998981091,0.576,0,0,0,0,0,0,0,Why_bees_are_disappearing,24
bees,0.3060167009,0.3732524643,0.1309650489,0.4402256156,0,1,0,0,0.9183020968,0.186,0,0,0,0,0,0,0,Why_bees_are_disappearing,25
bees,0.2767689522,0.2767689522,0.0988319038,0.2302974747,1,0,0,1,0.9638420288,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,26
bees,0.2110304169,0.2110304169,0.0988319038,0.1131079281,0,0,0,0,0.9881691146,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,27
bees,0.727571809,0.4287584161,0.508590908,0.7566612116,0,1,0,0,0.9162607696,0,0.0454545455,0.0909090909,0.1818181818,0.1818181818,0.0909090909,0.0909090909,0,Why_bees_are_disappearing,28
bees,0.2189418623,0.2936045225,0.0966564089,0.1474167496,0,1,1,0,0.8824504038,0.412,0,0,0,0.1428571429,0.1428571429,0.1428571429,0,Why_bees_are_disappearing,29
bees,0,0,0,0,0,0,0,0,0.8120035446,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,30
bees,0.4642322666,0.4537839279,0.4650467401,0.5296110276,0,1,0,0,0.0336839345,0,0,0,0,0,0,0,0.1875,Why_bees_are_disappearing,31
bees,0.289453367,0.4714415066,0.222120477,0.1131079281,1,1,0,0,0.9961589901,0.167,0.125,0,0.0625,0.25,0.125,0.125,0,Why_bees_are_disappearing,32
bees,1,0.508590908,0.638316588,0.518700156,0,1,0,0,0.9396003291,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,33
bees,1,0.508590908,0.638316588,0.518700156,0,1,0,0,0.999746083,0.213,0,0,0,0,0,0,0,Why_bees_are_disappearing,34
bees,1,0.508590908,0.638316588,0.518700156,0,1,0,0,0.9816328187,0.182,0.1379310345,0.0689655172,0,0.0689655172,0.0689655172,0.0689655172,0.1034482759,Why_bees_are_disappearing,35
bees,1,0.508590908,0.638316588,0.518700156,1,1,1,0,0.9907472147,0,0,0,0,0,0,0,0.1666666667,Why_bees_are_disappearing,36
bees,1,0.508590908,0.638316588,0.518700156,0,1,0,0,0.3258785268,0,0.0263157895,0,0,0,0.0263157895,0,0.2368421053,Why_bees_are_disappearing,37
bees,0.306190461,0,0,0,0,1,0,0,0.9824765402,0.294,0,0,0,0,0.125,0.125,0,Why_bees_are_disappearing,38
bees,0.1377911199,0.1377911199,0.0417671783,0,0,1,0,0,0.9813336031,0.556,0,0,0,0,0,0,0,Why_bees_are_disappearing,39
bees,0.1377911199,0.1377911199,0.0417671783,0,0,1,0,0,0.0105238644,0.137,0.1304347826,0.0869565217,0.1304347826,0.0869565217,0.0869565217,0,0,Why_bees_are_disappearing,40
bees,0.5140681988,0.5140681988,0.2236549477,0,0,1,0,0,0.0873376348,0,0,0,0,0,0,0,0.1818181818,Why_bees_are_disappearing,41
bees,0.1768770961,0.1377911199,0.0417671783,0,0,1,0,0,0.9997398508,0.129,0,0,0,0,0,0,0,Why_bees_are_disappearing,42
bees,0.727571809,0.4287584161,0.508590908,0.7566612116,1,1,0,0,0.3215084055,0.412,0,0,0,0,0,0,0.1052631579,Why_bees_are_disappearing,43
bees,0.4905080298,0.256443756,0.0680849953,0.1424029898,0,1,1,1,0.2562423915,0.259,0,0,0,0,0,0,0,Why_bees_are_disappearing,44
bees,0.1768770961,0,0,0,0,1,0,0,0.586821521,0.131,0,0,0,0,0,0,0,Why_bees_are_disappearing,45
bees,0.1417621303,0,0,0,0,1,0,0,0.9879970038,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,46
bees,1,0.508590908,0.638316588,0.518700156,0,1,0,0,0.5555238519,0,0,0,0,0,0,0,0.1333333333,Why_bees_are_disappearing,47
bees,1,0.508590908,0.638316588,0.518700156,0,1,0,0,0.0332888203,0,0,0.0666666667,0,0,0.0666666667,0.0666666667,0,Why_bees_are_disappearing,48
bees,0.2110304169,0.2110304169,0.0988319038,0.1131079281,0,1,1,0,0.9864712026,0.231,0,0,0,0,0,0,0.1333333333,Why_bees_are_disappearing,49
bees,1,0.508590908,0.638316588,0.518700156,0,1,0,1,0.1049673921,0.34,0,0,0,0,0,0,0.2666666667,Why_bees_are_disappearing,50
bees,0.1768770961,0,0,0,0,1,1,1,0.1287196985,0.227,0,0,0,0,0,0,0,Why_bees_are_disappearing,51
bees,0.1768770961,0,0,0,0,1,0,0,0.2505858683,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,52
bees,0.1986452739,0.3463188591,0.026201492,0.2168026124,0,1,0,0,0.0132621965,0.245,0,0,0,0,0.0769230769,0.0769230769,0,Why_bees_are_disappearing,53
bees,0.1768770961,0,0,0,0,1,0,0,0.9246585994,0.322,0,0,0,0,0,0,0,Why_bees_are_disappearing,54
bees,0.4625216123,0.4625216123,0.3877900808,0.5315020445,1,1,0,0,0.4753707858,0.173,0,0,0,0,0,0,0.1304347826,Why_bees_are_disappearing,55
bees,0.4625216123,0.4625216123,0.3877900808,0.5315020445,0,1,0,0,0.7525282576,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,56
bees,0.1768770961,0,0,0,0,1,0,0,0.0004779005,0.364,0,0,0,0,0,0,0,Why_bees_are_disappearing,57
bees,1,0.508590908,0.638316588,0.518700156,1,1,0,0,0.745383658,0,0,0,0,0,0,0,0.3846153846,Why_bees_are_disappearing,58
bees,0.1768770961,0,0,0,0,1,0,0,0.8457808747,0.175,0,0,0,0,0,0,0,Why_bees_are_disappearing,59
bees,0.1768770961,0.2939404857,0,0.1983303501,1,1,1,0,0.889956241,0.128,0,0,0,0,0,0,0.125,Why_bees_are_disappearing,60
bees,0.3918147978,0.3702598208,0.1377567165,0.4715193616,1,1,1,0,0.9882614273,0.098,0,0,0,0,0,0,0,Why_bees_are_disappearing,61
bees,1,0.508590908,0.638316588,0.5499474301,1,1,0,0,0.8037642936,0.17,0,0,0,0,0,0,0.2,Why_bees_are_disappearing,62
bees,0.3702536676,0.5686048367,0.1259893129,0,1,1,0,0,0.9923589695,0.392,0,0,0,0,0,0,0.2142857143,Why_bees_are_disappearing,63
bees,0.6723306135,0.6723306135,0.3508292065,0.6777219859,0,1,1,0,0.8609868037,0,0,0,0,0,0,0.0625,0,Why_bees_are_disappearing,64
bees,0.1377911199,0.1377911199,0.0417671783,0,0,1,0,0,0.9980566375,0.444,0,0,0,0,0,0,0,Why_bees_are_disappearing,65
bees,0.0593914434,0.305687696,0,0.18370917,0,0,1,0,0.6905117037,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,66
bees,0.3060167009,0.2497978151,0.3619636348,0.3128553292,0,1,0,0,0.0261212709,0,0,0,0,0,0,0,0.0833333333,Why_bees_are_disappearing,67
bees,1,0.5686048367,0.638316588,0.518700156,1,1,1,0,0.8989209373,0,0,0,0,0,0,0,0.1176470588,Why_bees_are_disappearing,68
bees,0.0868044191,0.1682959569,0.0323593565,0,1,1,0,0,0.8854910223,0.161,0.0714285714,0.1428571429,0,0,0.0714285714,0.1428571429,0,Why_bees_are_disappearing,69
bees,0.3815451972,0.2772462889,0.1912949889,0.5718327255,0,1,0,0,0.9454013308,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,70
bees,0.1768770961,0.0309117285,0.1259893129,0,1,1,0,0,0.0140034485,0.135,0,0,0,0,0,0,0,Why_bees_are_disappearing,71
bees,1,0.6004291665,0.638316588,0.7566612116,1,1,1,0,0.2625856214,0.036,0.0933333333,0.0533333333,0,0.0533333333,0.0533333333,0.0266666667,0.0533333333,Why_bees_are_disappearing,72
bees,0.508590908,0.508590908,0.638316588,0.518700156,0,1,0,0,0.7498194059,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,73
bees,0.1377911199,0.1377911199,0.0417671783,0,0,1,0,0,0.9776954019,0,0,0,0.2,0.2,0.1,0,0,Why_bees_are_disappearing,74
bees,0.1358276869,0.2767689522,0.2516056122,0.2448361814,0,1,1,0,0.6413232868,0,0.0625,0.125,0,0,0.0625,0.25,0,Why_bees_are_disappearing,75
bees,0.2609744891,0,0,0,0,1,0,0,0.9996911586,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,76
bees,0.1312309451,0,0,0,0,1,0,0,0.8697552101,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,77
bees,0.4578398531,0.4578398531,0.3600352995,0.3989686896,0,1,0,0,0.9424984763,0.151,0,0,0.037037037,0,0,0,0,Why_bees_are_disappearing,78
bees,0.508590908,0.508590908,0.638316588,0.518700156,1,1,0,0,0.9923453051,0.069,0.0877192982,0.1403508772,0.1052631579,0.1578947368,0.1228070175,0.0877192982,0.0350877193,Why_bees_are_disappearing,79
bees,0.508590908,0.508590908,0.638316588,0.518700156,1,1,0,0,0.9709177945,0.082,0.0833333333,0.1166666667,0.1333333333,0.1666666667,0.1,0.1333333333,0,Why_bees_are_disappearing,80
bees,1,0.508590908,0.638316588,0.518700156,0,1,0,0,0.0482277263,0.114,0,0,0,0,0,0,0.1333333333,Why_bees_are_disappearing,81
bees,0.0287232012,0.1026850805,0.1879290778,0,0,1,0,0,0.7098666038,0.407,0.1111111111,0.4444444444,0,0.2222222222,0.2222222222,0.2222222222,0,Why_bees_are_disappearing,82
bees,0.1377911199,0.1377911199,0.0417671783,0,0,1,0,0,0.9605364732,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,83
bees,0.1377911199,0.1377911199,0.0417671783,0,0,1,0,0,0.9817351002,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,84
bees,0.4410381851,0.4410381851,0.308908888,0.5466043482,1,1,0,0,0.9740399447,0.145,0,0.2142857143,0,0.0714285714,0.1428571429,0.1428571429,0,Why_bees_are_disappearing,85
bees,0.1921022765,0.2403911323,0,0,0,0,0,0,0.9928688669,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,86
bees,0.2110304169,0.2403911323,0.0988319038,0.1131079281,0,1,0,0,0.9999951104,0.246,0.0144927536,0,0.0869565217,0.0724637681,0.0579710145,0,0.0289855072,Why_bees_are_disappearing,87
bees,0.2110304169,0.2110304169,0.0988319038,0.1131079281,0,0,0,0,0.9957926721,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,88
bees,0.2110304169,0.2110304169,0.0988319038,0.1131079281,0,0,0,0,0.9999369656,0.075,0,0,0,0,0,0,0,Why_bees_are_disappearing,89
bees,0.1768770961,0,0,0,0,1,0,0,0.6151047175,0.245,0,0,0,0,0.0769230769,0,0,Why_bees_are_disappearing,90
bees,0.1377911199,0.1377911199,0.0417671783,0,0,1,0,0,0.9937805106,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,91
bees,0.1369305438,0.156487585,0,0,0,1,0,0,0.6671562971,0.316,0,0,0,0,0,0,0,Why_bees_are_disappearing,92
bees,1,0.508590908,0.638316588,0.518700156,0,1,0,0,0.7278625055,0,0,0,0,0,0,0,0.125,Why_bees_are_disappearing,93
bees,0.3060167009,0,0,0,0,1,0,0,0.7937811437,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,94
bees,0.1768770961,0,0,0,0,1,0,0,0.9749432608,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,95
bees,0.1768770961,0,0,0,0,1,0,0,0.9562917634,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,96
bees,0.1768770961,0,0,0,0,1,0,0,0.9983937317,0.277,0,0,0,0,0,0,0,Why_bees_are_disappearing,97
bees,0.1377911199,0.1377911199,0.0417671783,0,0,1,0,0,0.9907389745,0.452,0,0,0,0,0,0,0,Why_bees_are_disappearing,98
bees,0.1377911199,0.1377911199,0.0417671783,0,0,1,0,0,0.9817351002,0.767,0,0,0,0,0,0,0,Why_bees_are_disappearing,99
